id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
"#meta +id","#meta +code","#loc +airport +type","#loc +airport +name","#geo +lat","#geo +lon","#geo +elevation +ft","#region +continent +code","#country +name","#country +code +iso2","#adm1 +name","#adm1 +code +iso","#adm1 +code +local","#loc +municipality +name","#status +scheduled","#loc +airport +code +gps","#loc +airport +code +iata","#loc +airport +code +local","#meta +url +airport","#meta +url +wikipedia","#meta +keywords","#meta +score","#date +updated"
319500,IT-0303,small_airport,"Campo di Volo ""La Fattoria""",45.2916667,12.0675667,6,EU,Italy,IT,Veneto,IT-34,34,"Codevigo (PD)",0,,,PD07,,,,50,2016-07-16T05:47:58+00:00
320245,IT-0431,small_airport,"Campo di Volo ""Butterfly 2""",45.853,12.456949,,EU,Italy,IT,Veneto,IT-34,34,"Codognè (TV)",0,,,TVCOD,,,Butterfly,50,2017-07-03T12:00:59+00:00
321108,IT-0494,small_airport,"Campo di Volo ""Il Gruccione""",43.605515,10.411837,15,EU,Italy,IT,Tuscany,IT-52,52,"Collesalvetti (LI)",0,,,LICOL,,,,50,2016-11-10T10:03:39+00:00
298713,IT-0016,small_airport,"Aviosuperficie Sorvoliamo",37.0084558926,14.5951116085,722,EU,Italy,IT,Sicily,IT-82,82,Comiso,0,,,,,http://it.wikipedia.org/wiki/Aviosuperficie_Sorvoliamo,,50,2011-06-22T05:24:18+00:00
320847,IT-0480,small_airport,"Campo di Volo Sturaro",45.1963889,12.0688889,10,EU,Italy,IT,Veneto,IT-34,34,"Cona (VE)",0,,,,,,,50,2016-10-19T02:05:21+00:00
319363,IT-0268,small_airport,"Campo di Volo ""Banda Bassotti""",44.924444,11.05,36,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Concordia sulla Secchia",0,,,MOCON,,,"Banda Bassotti",50,2017-06-08T13:14:47+00:00
316064,IT-0132,small_airport,"CdV ""38 N Fly Zone""",37.9458,15.8836,160,EU,Italy,IT,Calabria,IT-78,78,"Condofuri Marina",0,,,,,,,50,2015-10-26T16:14:39+00:00
319612,IT-0324,small_airport,"Aviosuperficie Borgo Castelvecchio",43.0093333,11.7334667,1007,EU,Italy,IT,Tuscany,IT-52,52,"Contignano (SI)",0,,,SI06,http://www.borgodicastelvecchio.com/offerte-speciali.html#offerte_1,,"Borgo Castelvecchio",50,2016-07-24T05:43:52+00:00
319686,IT-0343,small_airport,"Aviosuperficie Santa Bruna",42.382873,12.344158,859,EU,Italy,IT,Lazio,IT-62,62,"Corchiano (VT)",0,,,VTCOR,http://www.agriturismosantabruna.it,,"Santa Bruna",50,2017-07-28T23:07:01+00:00
320556,IT-0464,small_airport,"Campo di Volo Cordovado",45.83657,12.892801,,EU,Italy,IT,"Friuli-Venezia Giulia",IT-36,36,"Cordovado (PN)",0,,,PNCDV,,,,50,2017-06-18T05:12:52+00:00
320737,IT-0475,small_airport,"Aviosuperficie Corfinio",42.108751,13.842901,,EU,Italy,IT,Abruzzi,IT-65,65,"Corfinio (AQ)",0,,,AQCOR,,,,50,2016-10-10T08:43:38+00:00
319757,IT-0358,small_airport,"Aviosuperficie Cornegliano",45.288893,9.491832,,EU,Italy,IT,Lombardy,IT-25,25,"Cornegliano Laudense (LO)",0,,,LO03,,,,50,2016-08-01T09:13:55+00:00
319643,IT-0332,small_airport,"Campo di Volo Ali del Chienti",43.260263,13.518618,390,EU,Italy,IT,Marche,IT-57,57,"Corridonia (MC)",0,,,MCCOR,,,"Ali del Chienti",50,2017-05-24T02:00:31+00:00
298753,IT-0029,small_airport,"Aviosuperficie Franca",39.189857,16.670637,4393,EU,Italy,IT,Calabria,IT-78,78,"Cotronei (KR)",0,,,KRCOT,,,Franca,50,2017-02-07T02:00:30+00:00
319491,IT-0299,small_airport,"Campo di Volo ""Creva Air Club""",44.737333,11.183633,29,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Crevalcore (BO)",0,,,BO14,,,,50,2016-07-15T06:51:17+00:00
321194,IT-0502,small_airport,"Campo di Volo Privato Curtatone",45.112207,10.705383,,EU,Italy,IT,Lombardy,IT-25,25,"Curtatone (MN)",0,,,MNBUS,,,,50,2016-11-15T02:14:48+00:00
320222,IT-0424,small_airport,"Aviosuperficie Mascioni",45.8991667,8.71735,898,EU,Italy,IT,Lombardy,IT-25,25,"Cuvio (VA)",0,,,VA05,,,"Umberto Mascioni",50,2016-09-11T07:32:33+00:00
315970,IT-0119,small_airport,"Aviosuperficie ""Sa Doda""",39.361731,8.868309,88,EU,Italy,IT,Sardinia,IT-88,88,"Decimoputzu (CA)",0,,,CADEC,,,"XPTZ,Decimoputso,Decimoputzu,Sa Doda",50,2016-12-31T05:24:02+00:00
317420,IT-0187,small_airport,"Aviosuperficie Dorgali",40.348344,9.547495,587,EU,Italy,IT,Sardinia,IT-88,88,Dorgali,0,,,NUDOR,,,,50,2017-06-09T10:20:43+00:00
319513,IT-0310,small_airport,"Campo di Volo ""Avioclub Elice""",42.490357,13.997202,262,EU,Italy,IT,Abruzzi,IT-65,65,"Elice (PE)",0,,,PEELI,,,"Avioclub Elice",50,2017-06-14T03:52:08+00:00
319312,IT-0262,small_airport,"Campo di Volo Empoli",43.72512,10.98294,82,EU,Italy,IT,Tuscany,IT-52,52,Empoli,0,,,FI01,,,,50,2016-07-03T15:09:53+00:00
315885,IT-0114,small_airport,"Aviosuperficie Zampieri",46.404444,12.8825,3281,EU,Italy,IT,"Friuli-Venezia Giulia",IT-36,36,"Enemonzo (UD)",0,,,UDENE,http://www.cvne.it,,,50,2017-07-22T02:00:44+00:00
308683,IT-0047,small_airport,"Aviosuperficie ""Cascina Valentino""",44.6975,7.401944,280,EU,Italy,IT,Piedmont,IT-21,21,"Envie (CN)",0,,,CNENV,http://www.aeromedia.it/envie.html,,http://moduliweb.enac.gov.it/Applicazioni/avioeli/Avio_04.asp?selaeroporto=879,50,2017-01-15T07:00:15+00:00
319360,IT-0267,small_airport,"Aviosuperficie F. Rossi",43.34,12.826944,1348,EU,Italy,IT,Marche,IT-57,57,Fabriano,0,,,ANFAB,,,,50,2016-11-27T01:27:35+00:00
321272,IT-0505,small_airport,"Campo di Volo Felonica",44.9666667,11.3541667,,EU,Italy,IT,Lombardy,IT-25,25,"Felonica (MN)",0,,,MNFEL,,,,50,2016-11-22T02:22:11+00:00
316985,IT-0166,small_airport,"Campo di Volo Alicocco",41.655,13.226389,190,EU,Italy,IT,Lazio,IT-62,62,"Ferentino (FR)",0,,,FRFER,,,"Cocco, AliCocco",50,2022-11-21T18:20:42+00:00
319995,IT-0384,small_airport,"Campo di Volo ""Il Grifo""",41.671186,13.278646,,EU,Italy,IT,Lazio,IT-62,62,"Ferentino (FR)",0,,,FRFEG,,,,50,2017-02-02T04:38:05+00:00
320353,IT-0439,small_airport,"Aviosuperficie Tucano",42.132373,12.627056,75,EU,Italy,IT,Lazio,IT-62,62,"Fiano Romano (RM)",0,,,RMFRM,http://www.aeroclubtucano.com/,,Tucano,50,2016-11-05T05:24:23+00:00
320736,IT-0474,small_airport,"Aviosuperficie Fiano Romano",42.1447222,12.6333333,98,EU,Italy,IT,Lazio,IT-62,62,"Fiano Romano (RM)",0,,,,,,,50,2016-10-10T07:56:29+00:00
317001,IT-0172,small_airport,"Aviosuperficie Stella",44.95094,11.62722,6,EU,Italy,IT,Veneto,IT-34,34,"Fiesso Umbertiano (RO)",0,,,ROFIE,,,Stella,50,2017-07-02T01:33:34+00:00
319728,IT-0350,small_airport,"Campo di Volo ""Fly and Go""",41.344754,15.526474,416,EU,Italy,IT,Apulia,IT-75,75,"Foggia (FG)",0,,,FGPAL,,,"Fly and Go, Ponte Albanito",50,2017-01-30T13:17:47+00:00
320598,IT-0466,small_airport,"Campo di Volo Amyclae",41.314204,13.345913,1,EU,Italy,IT,Lazio,IT-62,62,"Fondi (LT)",0,,,LTFON,,,"Amyclae,Red Baron",50,2017-05-09T15:36:37+00:00
319296,IT-0260,small_airport,"Obiettivo Volare Aeroclub",44.888828,10.15991,141,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Fontanellato (PR)",0,,,PRCAN,http://www.obiettivovolare.it,,"Aeroparco Pomì,Obiettivo Volare",50,2017-06-18T02:07:21+00:00
315875,IT-0104,small_airport,"Campo di Volo Villafranca",44.291111,12.026111,100,EU,Italy,IT,Emilia-Romagna,IT-45,45,Forlì,0,,,FCVIF,,,,50,2017-01-30T13:27:20+00:00
320128,IT-0408,small_airport,"Campo di Volo Pranovi",45.372,12.037703,1,EU,Italy,IT,Veneto,IT-34,34,"Fossò (VE)",0,,,VEFOS,,,Pranovi,50,2017-07-27T11:16:46+00:00
320921,IT-0487,small_airport,"Campo di Volo La Strozza",44.894653,11.669125,,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Francolino (FE)",0,,,FEFRA,http://www.agriturismolastrozza.it/,,,50,2017-01-30T13:14:09+00:00
308705,IT-0069,small_airport,"Campo Volo Falchi della Baraggia",45.446736,8.191519,150,EU,Italy,IT,Piedmont,IT-21,21,"fraz. SAN DAMIANO",0,,,VCCAR,http://www.flyclubvoyager.it/,,,50,2019-01-29T12:34:27+00:00
319462,IT-0291,small_airport,"Campo di Volo ""Sky Ufita""",41.046165,15.121532,1148,EU,Italy,IT,Campania,IT-72,72,"Frigento (AV)",0,,,AV01,,,,50,2016-07-14T06:47:58+00:00
29442,LIRH,small_airport,"Frosinone Air Base",41.6464,13.2998,,EU,Italy,IT,Lazio,IT-62,62,Frosinone,0,LIRH,,FR04,,,,50,2016-10-25T14:29:25+00:00
317010,LIAR,small_airport,"Furbara Air Base",41.994532,12.0135,,EU,Italy,IT,Lazio,IT-62,62,Fubara,0,LIAR,,,,https://it.wikipedia.org/wiki/Aeroporto_di_Furbara,,50,2017-06-24T23:24:38+00:00
320681,IT-0471,small_airport,"Aviocaipoli Airfield",41.891615,12.783311,558,EU,Italy,IT,Lazio,IT-62,62,"Gallicano nel Lazio (RM)",0,,,RMGAL,,,"Aviocaipoli, Nino Petrini",50,2021-10-17T20:40:37+00:00
316159,IT-0141,small_airport,"Campo di Volo ""Ali Venete""",45.666667,11.808333,164,EU,Italy,IT,Veneto,IT-34,34,"Galliera Veneta (PD)",0,,,PDGAL,,,,50,2017-06-10T02:59:04+00:00
320691,IT-0473,small_airport,"Gallipoli Flying Field",40.016111,18.023889,,EU,Italy,IT,Apulia,IT-75,75,"Gallipoli (LE)",0,,,LEGAL,,,"Gallipoli, Campo di Volo Gallipoli",50,2021-01-28T14:14:59+00:00
308689,IT-0053,small_airport,"Aviosuperficie Gattinara",45.605662,8.324289,922,EU,Italy,IT,Piedmont,IT-21,21,"Gattinara (VC)",0,,,VCGAT,,,,50,2017-07-16T00:37:28+00:00
31822,LICL,small_airport,"Aviosuperficie Airone",37.113977,14.214206,82,EU,Italy,IT,Sicily,IT-82,82,Gela,0,,,,,,,50,2017-07-30T07:42:18+00:00
320415,IT-0448,small_airport,"Campo di Volo MedFly",37.1055,14.220061,85,EU,Italy,IT,Sicily,IT-82,82,"Gela (CL)",0,,,CL06,,,MedFly,50,2016-09-21T06:31:41+00:00
320417,IT-0449,small_airport,"Campo di Volo Club Aeronautico Gela",37.11314,14.18929,,EU,Italy,IT,Sicily,IT-82,82,"Gela (CL)",0,,,,,,"Club Aeronautico Gela",50,2016-09-21T07:02:02+00:00
324617,IT-0244,small_airport,"Trike Team Cormorano",37.0994444,14.17,,EU,Italy,IT,Sicily,IT-82,82,"Gela (CL)",0,,,CLGRO,,,,50,2017-07-31T00:53:21+00:00
315971,IT-0120,small_airport,"Campo di Volo Sardegna",39.621944,9.101944,1118,EU,Italy,IT,Sardinia,IT-88,88,"Gesico (CA)",0,,,CAGES,,,"Argiolas Noas,Sardegna",50,2016-12-31T05:22:40+00:00
317976,IT-0229,small_airport,"Campo di Volo Natile",40.59059,16.769,974,EU,Italy,IT,Apulia,IT-75,75,"Ginosa (TA)",0,,,TA05,,,Natile,50,2016-09-14T02:16:59+00:00
320872,IT-0483,small_airport,"Campo di Volo UFO",41.512595,13.283537,301,EU,Italy,IT,Lazio,IT-62,62,"Giuliano di Roma (FR)",0,,,FR07,,,,50,2016-10-21T06:02:06+00:00
298698,IT-0009,small_airport,"Campo di Volo Avioclub Caltagirone",37.19222,14.613297,,EU,Italy,IT,Sicily,IT-82,82,"Grammichele (CT)",0,,,CTGMM,,,,50,2017-01-24T02:58:40+00:00
321618,IT-0518,small_airport,"Aviosuperficie Jonathan",45.783887,12.316765,,EU,Italy,IT,Veneto,IT-34,34,"Grave di Papadopoli (TV)",0,,,TVGRA,https://sites.google.com/site/campojonathan30mo,,,50,2016-12-25T10:03:59+00:00
320363,IT-0440,small_airport,"Aviosuperficie Grecciano",43.628814,10.482438,6,EU,Italy,IT,Tuscany,IT-52,52,"Grecciano (LI)",0,,,LIGRE,,,Grecciano,50,2017-06-10T05:33:11+00:00
316798,IT-0156,small_airport,"Aviosuperficie Terra del Sole",42.775534,11.157271,50,EU,Italy,IT,Tuscany,IT-52,52,Grosseto,0,,,GRGRO,,,,50,2017-02-09T02:55:11+00:00
319326,IT-0264,small_airport,"Aviosuperficie Grumento Nova",40.27009,15.91363,2007,EU,Italy,IT,Basilicata,IT-77,77,"Grumento Nova",0,,,PZ02,,,,50,2016-07-04T09:50:24+00:00
316962,IT-0163,small_airport,"Aviosuperficie del Sagrantino",42.890278,12.533056,900,EU,Italy,IT,Umbria,IT-55,55,"Gualdo Cattaneo (PG)",0,,,PGGCT,,,Sagrantino,50,2017-06-16T07:48:59+00:00
319519,IT-0312,small_airport,"Campo di Volo San Terenziano",42.85723,12.473179,1679,EU,Italy,IT,Umbria,IT-55,55,"Gualdo Cattaneo (PG)",0,,,PGSTR,,,,50,2017-06-16T08:47:12+00:00
320842,IT-0479,small_airport,"Aviosuperficie Ali Umbre",43.27045,12.7422267,,EU,Italy,IT,Umbria,IT-55,55,"Gualdo Tadino (PG)",0,,,PGGUA,,,,50,2016-10-17T10:41:59+00:00
317788,IT-0215,small_airport,"Campo di Volo ""Aligubbio""",43.3173,12.5731,1377,EU,Italy,IT,Umbria,IT-55,55,"Gubbio (PG)",0,,,PGGUB,,,Aligubbio,50,2017-06-17T13:35:29+00:00
321084,IT-0492,small_airport,"Aviosuperficie Vraglia",44.413209,11.747288,,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Imola (BO)",0,,,BOIMV,,,,50,2016-11-07T01:55:22+00:00
317906,IT-0223,small_airport,"K-Fly Flying Field",41.91128,15.81102,16,EU,Italy,IT,Apulia,IT-75,75,"Ischitella (FG)",0,,,FGISC,http://www.flylab.it/defaulte.htm,,"Campo di Volo FlyLab, Campo di Volo K-Fly",50,2021-01-28T13:18:04+00:00
320084,IT-0399,small_airport,"Campo di Volo Aliveneta",45.250934,11.036059,75,EU,Italy,IT,Veneto,IT-34,34,"Isola della Scala (VR)",0,,,VRSGA,,,Aliveneta,50,2017-07-29T05:33:23+00:00
320898,IT-0484,small_airport,"Campo di Volo Squadra Avvoltoi",45.241525,11.004096,,EU,Italy,IT,Veneto,IT-34,34,"Isola della Scala (VR)",0,,,VRISO,,,,50,2016-10-23T06:08:39+00:00
316923,IT-0158,small_airport,"Campo di Volo Aerdomus",41.9419444,12.1402778,98,EU,Italy,IT,Lazio,IT-62,62,Ladispoli,0,,,,,,Aerdomus,50,2016-02-04T12:14:59+00:00
319429,IT-0278,small_airport,"Aviosuperficie Falcone",41.101343,15.871805,498,EU,Italy,IT,Basilicata,IT-77,77,"Lavello (PZ)",0,,,PZLAV,,,,50,2017-06-18T07:33:26+00:00
29433,LINL,small_airport,"Lecce-San Cataldo Airport",40.35974,18.297923,59,EU,Italy,IT,Apulia,IT-75,75,Lecce,0,LINL,,LE06,http://www.aeroportolecce.it,http://it.wikipedia.org/wiki/Aeroporto_di_Lecce-San_Cataldo,"Lepore, Lepore Airport, Lecce-Lepore Airport",50,2021-01-28T14:11:33+00:00
317667,IT-0206,small_airport,"Fondone Airfield",40.355883,18.232425,130,EU,Italy,IT,Apulia,IT-75,75,Lecce,0,,,LEFON,http://www.vegaulm.it,https://en.wikipedia.org/wiki/Lecce_Airfield,"Vega, Vega ulm, Fondone, Aviosuperficie ""Fondone"", Lecce Airfield, Fondone Lecce Airfield",50,2021-01-28T14:11:13+00:00
315874,IT-0103,small_airport,"Ali di Classe Airfield",44.322803,12.308312,3,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Lido di Classe (RA)",0,,,RACLA,http://www.alidiclasse.info/,,"Aviosuperficie Ali di Classe, Aviosuperficie Ennio Tarantola",50,2021-01-27T18:56:53+00:00
316747,IT-0151,small_airport,"Pegasus Flying Club",45.669654,13.0394509,,EU,Italy,IT,Veneto,IT-34,34,Lignano,0,,,,,,,50,2016-01-20T10:38:20+00:00
316751,IT-0153,small_airport,"Volturno Fly Aviosuperficie",41.1575,14.3669444,63,EU,Italy,IT,Campania,IT-72,72,Limatolo,0,,,,http://www.volturnofly.it,,,50,2016-01-20T11:31:16+00:00
319482,IT-0293,small_airport,"Campo di Volo ""Le Panizze""",45.419094,10.557888,337,EU,Italy,IT,Lombardy,IT-25,25,"Lonato (BS)",0,,,BSCEN,,,"Le Panizze",50,2016-12-27T07:08:47+00:00
316160,IT-0142,small_airport,"Campo di Volo ""Il Pioniero""",45.083889,11.661667,36,EU,Italy,IT,Veneto,IT-34,34,"Lusia (RO)",0,,,ROLUS,,,,50,2017-07-02T12:12:21+00:00
317720,IT-0208,small_airport,"Aviosuperficie Maccagno",44.42381,7.45917,,EU,Italy,IT,Piedmont,IT-21,21,"Maccagno (CN)",0,,,CN11,,,"Caraglio,Maccagno",50,2016-07-23T02:20:03+00:00
319527,IT-0315,small_airport,"Campo di Volo Molinella",43.121511,12.20585,790,EU,Italy,IT,Umbria,IT-55,55,"Magione (PG)",0,,,PGMAC,,,Molinella,50,2017-06-18T05:03:43+00:00
320025,IT-0392,small_airport,"Montemelino Airfield",43.103,12.253,731,EU,Italy,IT,Umbria,IT-55,55,"Magione (PG)",0,,,PGMAG,,,"Montemelino, Umbria Volo, Aviosuperficie Montemelino",50,2022-10-13T16:26:56+00:00
321519,IT-0512,small_airport,"Aviosuperficie Maletto Fly",37.845756,14.869846,2756,EU,Italy,IT,Sicily,IT-82,82,"Maletto (CT)",0,,,CTMAL,,,"Nebrodi Volo",50,2016-12-15T02:52:48+00:00
316204,IT-0148,small_airport,"Campo di Volo ""Flying Buttero""",42.517352,11.319137,49,EU,Italy,IT,Tuscany,IT-52,52,"Manciano (GR)",0,,,GRMAR,,,"Flying Buttero",50,2017-02-09T02:53:12+00:00
315974,IT-0122,small_airport,"Aviosuperficie Aerotre",40.449715,17.623776,256,EU,Italy,IT,Apulia,IT-75,75,"Manduria (TA)",0,,,TAMAN,,,,50,2020-11-11T13:17:07+00:00
320155,IT-0409,small_airport,"Campo di Volo ""Maraclub Icamar""",39.278216,9.25674,288,EU,Italy,IT,Sardinia,IT-88,88,Maracalagonis,0,,,CAMAR,http://www.maraclub.it,,"Maraclub,Icamar",50,2016-12-01T01:57:25+00:00
298729,IT-0021,small_airport,"Campo di Volo Elpifly",36.810908171,14.5447719097,220,EU,Italy,IT,Sicily,IT-82,82,"Marina di Ragusa",0,,,,,,,50,2011-06-22T05:45:10+00:00
317787,IT-0214,small_airport,"Campo di Volo ""Peter Pan""",42.97179,12.37247,574,EU,Italy,IT,Umbria,IT-55,55,"Marsciano (PG)",0,,,PGMAR,,,,50,2017-06-26T13:28:07+00:00
31821,LIBX,closed,"Martina Franca Air Force Base",40.700001,17.333,1467,EU,Italy,IT,Apulia,IT-75,75,"Martina Franca",0,,,,,,"LIBX, LIBX",50,2016-11-19T04:23:08+00:00
319506,IT-0306,small_airport,"Campo di Volo Padova Sud",45.324676,11.872852,,EU,Italy,IT,Veneto,IT-34,34,"Maserà di Padova (PD)",0,,,PDMAS,,,"Padova Sud",50,2017-06-13T06:49:10+00:00
319730,IT-0351,small_airport,"Campo di Volo Vivoli",42.992253,10.806534,196,EU,Italy,IT,Tuscany,IT-52,52,"Massa Marittima (GR)",0,,,GRMSM,,,"Podere Ranieri,Vivoli",50,2017-02-07T02:11:21+00:00
319327,IT-0265,small_airport,"Torre Sant'Andrea Airfield",40.24721,18.43611,72,EU,Italy,IT,Apulia,IT-75,75,"Melendugno (LE)",0,,,LEMEL,http://www.volaresalento.com,,"Aviosuperficie ""Torre Sant'Andrea"", Aviosuperficie Melendugno",50,2021-01-28T14:12:33+00:00
298718,IT-0017,small_airport,"Aviosuperficie Terranova",37.576624,12.944491,9,EU,Italy,IT,Sicily,IT-82,82,Menfi,0,,,AGMEN,,,,50,2022-12-16T02:45:06+00:00
319310,IT-0261,small_airport,"Private Ultralight Field ""Achille""",43.99883,12.10792,,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Mercato Saraceno",0,,,FC02,,,,50,2016-07-03T15:02:53+00:00
298726,IT-0020,small_airport,"Campo di Volo Camemi",37.263261,14.626579,361,EU,Italy,IT,Sicily,IT-82,82,"Mineo (CT)",0,,,CTMIN,http://www.camemi.it/,,,50,2017-01-24T02:33:22+00:00
317843,IT-0218,small_airport,Volopuro,45.56399,8.54139,,EU,Italy,IT,Lombardy,IT-25,25,"Momo (NO)",0,,,,http://www.volopuro.it,,,50,2016-05-11T13:56:26+00:00
327167,IT-0533,small_airport,"Ali dello Stilaro Flying Field",38.435161,16.561698,,EU,Italy,IT,Calabria,IT-78,78,"Monasterace (RC)",0,,,,,,"Campo di Volo Ali dello Stilaro",50,2021-01-28T14:23:22+00:00
317571,IT-0193,small_airport,"Campo di Volo Lucchina Fly Club""",45.3236111,8.0008333,951,EU,Italy,IT,Piedmont,IT-21,21,Moncrivello,0,,,,,,Lucchina,50,2016-04-15T14:14:31+00:00
321424,IT-0508,small_airport,"Gsiesertal / Valle di Casies",46.7657842,12.1556392,,EU,Italy,IT,"Trentino-Alto Adige",IT-32,32,"Monguelfo (BZ)",0,,,BZCAS,,,,50,2016-12-07T00:17:53+00:00
337018,IT-0566,small_airport,"Campo di Volo Paretano Fly",40.82218,17.285711,1030,EU,Italy,IT,Apulia,IT-75,75,Monopoli,0,,,BAMON,,"https://www.google.it/maps/place/Paretano+Fly/@40.8222616,17.2843802,15z/data=!4m5!3m4!1s0x0:0xeb4b719aa8151ea4!8m2!3d40.8222616",,50,2022-12-16T03:19:49+00:00
319504,IT-0305,small_airport,"Campo di Volo ""Da Domenico""",45.232351,11.797808,13,EU,Italy,IT,Veneto,IT-34,34,"Monselice (PD)",0,,,PD14,,,,50,2016-07-16T06:09:19+00:00
319690,IT-0345,small_airport,"Campo di Volo Montalto di Castro",42.362738,11.656572,49,EU,Italy,IT,Lazio,IT-62,62,"Montalto di Castro (VT)",0,,,VTMDC,,,,50,2017-07-28T23:12:19+00:00
319958,IT-0376,small_airport,"Aviosuperficie Montebelluna",45.748913,12.056902,275,EU,Italy,IT,Veneto,IT-34,34,"Montebelluna (TV)",0,,,TVMBL,,,,50,2017-07-19T14:56:32+00:00
318146,IT-0233,small_airport,"Campo di Volo Cà Virginia",43.819065,12.677191,,EU,Italy,IT,Marche,IT-57,57,"Montecalvo in Foglia (PS)",0,,,PUMON,,,"Cá Virginia,Virginia,Montecalvo",50,2017-06-18T07:41:44+00:00
319641,IT-0331,small_airport,"Aviosuperficie Santa Anna",43.366053,13.457496,393,EU,Italy,IT,Marche,IT-57,57,"Montecassiano (MC)",0,,,MCMSA,,,"Santa Ann",50,2017-05-24T01:53:29+00:00
319524,IT-0314,small_airport,"Campo di Volo Montefalco",42.885358,12.693324,695,EU,Italy,IT,Umbria,IT-55,55,"Montefalco (PG)",0,,,PGMFA,,,,50,2017-06-26T13:31:46+00:00
315873,IT-0102,small_airport,"Campo di Volo Montefano",43.42075,13.39928,249,EU,Italy,IT,Marche,IT-57,57,"Montefano (MC)",0,,,MCMFA,,,"Flyclub Montefano",50,2017-05-24T01:54:47+00:00
317626,IT-0199,closed,"Montegaldella Airfield",45.443407,11.651087,,EU,Italy,IT,Lombardy,IT-25,25,"Montegaldella (VI)",0,,,,,,"VIMGA, VIMGA",50,2022-10-13T16:24:33+00:00
318917,IT-0243,small_airport,"Campo di Volo ""Fly Sabina""",42.1166667,12.7080556,,EU,Italy,IT,Lazio,IT-62,62,Montelibretti,0,,,,,,,50,2016-06-19T10:51:52+00:00
320505,IT-0459,small_airport,"Aviosuperficie Valcesano",43.70202,13.075323,167,EU,Italy,IT,Marche,IT-57,57,"Monteporzio (PS)",0,,,PUVCS,,,"Avio Club Fano",50,2017-06-18T07:39:36+00:00
316987,IT-0168,small_airport,"Campo di Volo ""Cab Club""",45.057833,8.066817,764,EU,Italy,IT,Piedmont,IT-21,21,Montiglio,0,,,AT02,,,"Cab Club",50,2016-07-08T05:19:25+00:00
319499,IT-0302,small_airport,"Aviosuperficie AS77",45.95995,13.20564,,EU,Italy,IT,"Friuli-Venezia Giulia",IT-36,36,"Mortegliano (UD)",0,,,UD20,,,,50,2016-07-16T02:41:54+00:00
320109,IT-0405,small_airport,"Aviosuperficie Chiasiellis",45.944928,13.208403,118,EU,Italy,IT,"Friuli-Venezia Giulia",IT-36,36,"Mortegliano (UD)",0,,,UDMOR,,,Chiasiellis,50,2017-07-10T12:16:45+00:00
320380,IT-0443,small_airport,"Costa del Monte Flying Field",42.733207,13.891703,498,EU,Italy,IT,Abruzzi,IT-65,65,"Mosciano Sant'Angelo (TE)",0,,,TEMSA,,,"Costa del Monte, Mosciano,  Campo di Volo ""Costa del Monte""",50,2021-01-28T13:12:18+00:00
319496,IT-0301,small_airport,"Agriturismo Turus Airfield",45.923709,13.541016,177,EU,Italy,IT,"Friuli-Venezia Giulia",IT-36,36,"Mossa (GO)",0,,,GOMOS,,,,50,2021-01-27T18:42:55+00:00
346435,IT-0685,small_airport,"Musciano Private Airstrip",43.66433,10.72981,,EU,Italy,IT,Tuscany,IT-52,52,Musciano,0,,,,,,"Pista privata a Musciano",50,2022-08-29T13:41:19+00:00
336970,IT-0561,small_airport,"Aviosuperficie S.Chiara",40.320012,17.812786,,EU,Italy,IT,Apulia,IT-75,75,"Nardo' (Santa Chiara)",0,,,,https://www.porscheengineering.com/nardo/en/contact/,https://en.wikipedia.org/wiki/Nard%C3%B2_Ring,,50,2020-10-24T14:57:58+00:00
320438,IT-0450,small_airport,"Campo di Volo ""Palazzone di Narni""",42.536609,12.553635,360,EU,Italy,IT,Umbria,IT-55,55,"Narni (TR)",0,,,TR02,,,,50,2016-09-23T00:44:37+00:00
320439,IT-0451,small_airport,"Campo di Volo Calledro",42.464848,12.428715,190,EU,Italy,IT,Umbria,IT-55,55,"Narni (TR)",0,,,TR06,,,Calledro,50,2016-09-23T00:55:48+00:00
319442,IT-0283,small_airport,"Aviosuperficie Carocci",42.247516,12.308311,784,EU,Italy,IT,Lazio,IT-62,62,"Nepi (VT)",0,,,VT10,,,,50,2016-07-12T11:20:21+00:00
319684,IT-0342,small_airport,"Aviosuperficie Umiltà",42.192111,12.331621,787,EU,Italy,IT,Lazio,IT-62,62,"Nepi (VT)",0,,,VT15,,,Umiltà,50,2016-07-28T01:21:17+00:00
317404,IT-0186,small_airport,"Aviosuperficie Ali Nettuno",41.503775,12.701976,200,EU,Italy,IT,Lazio,IT-62,62,Nettuno,0,,,RMNTT,http://www.alinettuno.it,,RM07,50,2022-11-18T13:33:39+00:00
320441,IT-0452,small_airport,"Aviosuperficie ARMA",41.464661,12.746693,59,EU,Italy,IT,Lazio,IT-62,62,"Nettuno (RM)",0,,,RMNET,,,ARMA,50,2016-11-03T03:31:40+00:00
